id,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,f126,f127,f128,f129,f130,f131,f132,f133,f134,f135,f136,f137,f138,f139,f140,f141,f142,f143,f144,f145,f146,f147,f148,f149,f150,f151,f152,f153,f154,f155,f156,f157,f158,f159,f160,f161,f162,f163,f164,f165,f166,f167,f168,f169,f170,f171,f172,f173,f174,f175,f176,f177,f178,f179,f180,f181,f182,f183,f184,f185,f186,f187,f188,f189,f190,f191,f192,f193,f194,f195,f196,f197,f198,f199,target
291,23.0,0.514,0.0,1.21,11.26,3.843,1.33,0.0094,6.801,10.2808,1.31,6.2,5.06,2.2,43.2,5.6448,1.076,0.895,8.4,1.7626,9.0,3.232,0.2654,5.33,1.72,20.6,0.157,151.7,5.71,7.1,338.9486,1.88,1.7892,1.3,10.9703,0.0556,381.8,440.256,0.9,3.634,1.1,490780.9808,2.9,0.331,2.52,8.9,0.08,1852.3344,25.912,33.10,0.349,73.41,2.83,40.5,35.16,0.2468,9.3337,17083.67,18.44,1.64,63.674,0.679,0.138,5.7733,10.113,1.238,17.87,0.0189,-0.6506,0,6.5,0.21,3.9,1.01,10.6,6.6,18.0,5.7902,0.94,0.438,0.372,4.082,8.4271,5.4572,0.04,3.467,0.4,1.37,0.414,1.718,296.0,6.492,26.392,3.5123,6.46,2.0704,3.8424,4.288,0.3,3.4128,0.76,1976.467,1.5305,2.9282,390.96,5.41,0.03,38.9048,0.9752,1.94,19.4551,0.00,23.615,0.3,5.9194,0.06664,4927.288,1.98,5.932,0.5100,0.4,7.0739,1.1,0.42,4.8557,11.8453,54.6,-0.2096,0.815,0.021,1.57,6.5460,1.3,-3.0,5.4,4.8358,5,6.9846,2.1,6.23,38.0,0.0,0.4,2.5,13.14,16.60,0.459,3.3194,-4.17,0.9816,0.0,0.849,5.002,0.56,1938987.0372,0.17,0.16,29.7137,5.55,3.1323,0.216,6.665,6.5881,202.1,0.4,6.8,0.1541,6.82,0.5182,3.47,3.025,12.4052,2388.557,5.6632,4.050,1.19,0.5896,151105.051,5.811,0.561,0.7,0.21,0.46,3.43,0.328,4.7125,2.8,7.26,32.203,8.6264,3.6915,7.689,10.9,2.21,0.2,4.6781,6.38,0.17,0.04,29730.618,29.40
292,12.34,0.397,0.2,4.53,0.82,22.918,3.61,0.8554,12.238,0.6941,4.52,6.3,4.38,5.9,20.3,3.2431,13.365,0.207,2.0,1.2375,1.8,3.606,0.4161,8.94,16.72,49.6,1.003,1397.7,5.19,5.6,74.1039,0.17,1.1367,14.0,9.2862,0.3545,783115.5,1278.685,0.5,3.186,3.0,0.0005,2.8,0.08,2.61,12.1,0.05,258146.0731,24.005,45.00,0.406,90.8137,1.49,39.1,25.71,0.6202,9.3405,1393168.98,4.33,2.71,17.896,0.19,4.532,-1.0948,2.954,40.819,35.92,0.1415,-0.2644,0,3.0,0.05,4.1,2.21,9.6,1.66,27.5,0.8366,0.299,0.916,0.277,5.874,6.4602,2.8405,1.77,1.743,0.5,1.18,0.9388,0.249,398.0,6.202,15.5543,5.2863,5.27,0.9413,6.7766,2.95,0.7,3.2805,5.61,183594.06,5.7813,0.9074,383.23,3.7,0.08,93.54,11.5514,0.69,15.8131,0.00,1.192,5.4,7.9384,0.09512,24569.174,84.73,5.658,0.4370,1165564.0,5.835,2.29,0.9,9.1664,13.1117,23.9,2.7536,0.488,0.022,1.67,6.2860,368.5,4.8,3.7,4.27,5,7.0654,2.3,3.78,1084.8,0.3991,0.7,356.1,15.44,18.70,0.112,4.9835,2.48,0.1253,0.0,0.733,2.347,0.775,2065410.6558,0.21,0.96,12.8796,2.43,4.5026,0.009,1020.152,6.9664,13.4,0.05,3.4,0.1972,6.87,0.3716,5.96,2.8912,13.2592,5.755,3.8431,12.830,1.24,0.3721,4836.637,6.061,0.648,0.2,0.09,0.25,4.26,0.826,5.6584,3.17,6.02,49.78,3.1497,7.6866,6.784,13.7,2.0,0.2,4.6656,6.38,0.46,0.32,65597.604,21.40
293,11.22,0.999,0.3,1.44,0.92,10.064,2.89,0.3836,11.746,1.8419,3.11,6.6,4.37,4.5,34.6,6.11,21.786,3675.528,2.2,0.3983,-2.2,4.494,0.2307,5.29,5.17,20.6,0.505,600.4,2.88,6.8,102.8141,-4.0,-0.7376,-2.3,10.2333,0.1054,199.5,105439181.719,0.7,3.195,1.4,1.5544,2.9,0.26,2.92,13.1,0.15,25624234.694,19.513,82.90,0.418,159.3245,10.81,53.7,52.41,0.6394,9.3957,88754.18,3.81,2.88,8.303,0.482,5.966,4.7062,1.979,26.448,35.95,0.1006,-0.1404,1,11.7,0.11,6.3,10.48,5.3,1.26,22.4,1.2941,0.122,0.992,0.413,213.972,7.7842,4.662,0.84,3.107,0.4,1.48,0.0809,0.431,666.0,6.729,0.53,7.0713,5.49,2.7554,4.5782,1.719,0.7,5.3947,0.14,328.909,1.006,3.6421,354.55,0.2,0.25,44.973,-2.7911,0.01,13.1923,0.00,1.086,0.4,7.0792,3.47428,701.05,2932.82,5.975,0.7180,14.7,1.9787,1.32,0.64,3.8402,11.9419,5.7,9.1163,0.842,0.043,1.83,8.7800,22.9,11.0,5.2,3.7851,24,9.3516,3.5,4.12,0.0,16188.6378,0.0,2.7,9.12,20.20,0.78,5.3996,0.72,0.8222,0.1,0.922,4.375,0.599,4176.3594,0.42,0.12,2.2252,6.87,1.9047,0.256,25.967,7.5442,1.0,0.25,2.2,0.5166,6.13,0.4584,5.53,2.5952,17.7691,16.457,7.7755,18.100,1.13,0.4273,23619.011,6.168,0.315,0.1,6.12,0.81,3.53,0.742,5.0556,2.41,4.48,27.016,1.9586,4.3971,7.611,-3.8,2.56,0.3,6.8787,5.77,0.94,0.68,467.2171,21.90
294,29.81,0.504,0.0,1.08,2.14,21.214,35.74,0.8888,10.647,1.2377,5.66,6.3,5.86,6.7,20.8,4.8426,1.579,5.658,2.0,1.5375,5.2,4.188,0.2404,21.02,5.84,31.7,0.455,304478.7,3.98,8.3,8.8392,-13.64,4.8638,6.7,8.068,0.5544,71.1,0.06,0.3,2.884,1.1,19845038256.1,2.0,0.224,2.84,6.8,0.38,27.9246,72.564,98.10,0.897,148.0266,1.19,39.4,3.73,0.4425,9.3189,6216.85,-7.82,2.55,28.364,0.54,6.004,-4.9448,4.69,2701.868,20.14,0.538,2.2927,0,1.6,0.86,6.1,10.81,10.2,2.77,8.7,4.1313,0.098,0.58,0.358,11.364,6.0089,2.6976,0.04,7.051,0.7,2.35,0.4486,1.247,307.0,4.978,13.5145,4.9786,3.3,3.8,4.5871,5.33,0.8,0.7117,4.69,193530361.927,1.4582,2.4638,376.57,3.41,0.25,32.9031,1.2035,0.25,-2.6904,0.00,50.532,79.8,7.9466,1.25179,923.318,0.83,4.273,0.5380,597.5,0.1237,1.47,0.7,11.0712,16.2393,12.9,8.4097,0.671,0.134,1.84,5.5700,2.9,7.0,7.7,2.9622,4,8.6505,5.0,6.07,312.4,48.7207,0.5,2.2,13.47,21.00,0.066,5.14,9.73,0.9155,0.3,0.856,5.512,0.019,52920.687,0.47,0.1,1.1245,9.43,3.7979,0.035,42.12,5.7345,3.4,1.17,2.5,0.1405,6.79,0.346,6.05,3.2643,12.1057,148.075,7.8782,8.140,3.64,0.6027,4002.759,3.737,0.175,0.2,4.73,0.35,5.89,0.136,4.7542,3.47,6.99,33.249,4.0863,5.2058,8.75,12.5,2.03,0.2,8.7584,4.78,0.93,0.15,854.9796,13.60
295,19.66,0.33,0.0,1.37,9.98,-2.275,4.52,0.411,8.937,5.7253,6.22,6.9,4.83,2.1,35.2,5.9022,8.148,8044841.123,4.2,1.2004,0.6,3.932,0.1537,7.79,5.27,43.9,0.08,5121.7,8.2,5.4,19.9445,-1.12,-1.9051,-10.7,8.4151,0.0019,779466.0,227146.417,0.3,3.354,1.0,38.9353,3.6,0.12,2.92,3.8,0.29,32318557.9285,31.342,88.00,0.194,64.8409,10.48,38.6,5.9,0.5082,9.2146,1.83,9.44,2.25,17.415,0.25,6.119,-3.6356,39.808,8.108,56.34,0.2834,5.681,0,55.2,0.66,4.0,2.59,6.6,2.06,18.9,0.8091,0.02,0.754,0.164,1.177,7.6709,3.5773,1.66,1.172,0.8,1.71,0.6076,5.588,666.0,5.27,14.4311,6.0955,7.54,0.7706,4.785,4.392,0.8,1.6067,3.26,4502.655,2.3141,3.2451,374.56,-0.83,0.28,33.8651,4.6307,0.05,6.4826,0.00,120.51,2.3,4.7551,4.54192,13.067,4057.09,5.923,0.7700,71.4,4.371,1.67,0.74,8.775,10.502,1.9,13.9114,0.581,0.206,8.81,6.3980,1.0,4.5,5.2,3.7766,24,10.9443,2.1,5.42,1124.1,0.3257,0.5,1.8,6.51,20.20,0.107,3.3085,-4.21,0.0633,0.1,0.952,4.043,0.697,407.1765,0.02,0.56,3.0141,10.72,2.5182,0.023,945.116,4.2338,1.3,0.45,4.6,0.1614,6.68,0.6567,5.95,2.7552,9.8611,2.202,5.8375,18.100,19.82,0.2326,298.487,6.501,0.057,0.0,1.05,0.18,1.69,0.057,4.9749,2.34,9.31,62.177,9.046,6.7483,4.775,8.0,2.86,0.3,12.4399,5.52,0.41,0.85,96969.5364,25.00
296,26.12,0.283,0.2,9.5,-6.33,-2.643,103.35,0.5683,2.227,6.0407,3.97,6.0,4.75,4.0,29.3,3.0831,102.23,29267.184,2.0,0.9368,4.4,2.858,0.0293,15.76,10.52,24.4,0.186,1588.0,8.46,5.3,86.1332,1.46,2.8211,-13.1,9.4803,0.0795,119297.4,1830581541.3,0.4,3.007,1.8,1250363.6691,8.1,0.334,2.47,5.5,0.15,5689.936,60.066,88.20,0.439,50.9334,13.95,70.2,85.61,0.915,7.3526,1701.12,10.16,2.79,25.32,0.148,0.075,7.4533,2.692,3.842,41.53,0.6375,6.3792,0,12.0,0.37,2.7,1.61,9.4,2.23,11.6,11.3187,0.219,0.822,0.279,2.527,2.695,5.4743,0.57,3.652,0.6,2.0,0.2311,5.383,432.0,5.591,9.0628,5.0077,7.7,1.6369,3.2987,1.868,0.2,3.4979,6.07,2.792,1.13,1.7924,344.91,0.81,0.0,30.5133,6.4151,0.09,-6.937,0.00,3.708,0.0,8.7982,0.17134,13821.795,383.26,0.231,0.5470,35.6,2.9528,1.7,0.61,13.4357,3.8025,29.3,12.6337,0.703,0.01,7.32,5.9280,3.8,7.4,5.4,4.0419,6,10.5906,5.5,5.26,2410342488.1,3809.8401,0.5,1.1,9.78,17.80,0.447,3.3439,9.02,0.0833,0.3,0.949,3.745,0.425,951.9936,0.29,1.23,2.2198,2.01,2.4631,0.003,0.012,5.8205,4.4,0.31,2.2,0.3612,7.14,0.7728,6.89,2.4985,15.7527,1.058,5.9044,10.010,2.59,0.563,128.265,5.717,0.079,0.1,1.11,0.88,5.02,0.085,4.2777,3.11,8.91,24.548,0.782,4.5876,9.003,11.9,2.59,0.5,8.9572,3.76,0.24,0.97,69.586,18.30
297,15.89,0.224,0.0,10.71,10.51,13.011,12.07,0.1419,13.169,7.5018,3.15,5.3,5.6,5.9,26.1,6.4994,1.309,0.06,1.6,1.4351,14.8,5.233,0.1777,5.81,0.72,40.9,0.069,168.1,4.17,3.8,128.2089,-9.7,-3.431,28.5,11.0934,0.1032,63738.7,126.182,0.3,2.692,1.6,1516729.887,4.8,0.064,3.07,7.6,0.1,1.47124134287e+11,21.3,6.60,0.552,165.3095,4.88,42.7,45.45,0.8409,9.8032,27.39,24.07,2.4,11.092,0.099,4.836,5.7384,6.132,6.397,29.91,0.7705,-2.5701,0,1.9,0.38,5.8,1.03,9.0,34.16,59.8,1.6437,0.039,0.91,0.664,1.143,1.5772,2.7391,0.01,2.434,0.5,1.83,0.0584,0.848,233.0,5.231,4.2556,4.8627,7.25,5.4005,4.6493,2.844,0.5,3.2489,0.39,105.394,1.7044,2.4261,383.37,-1.21,0.36,42.153,-2.2901,0.43,-2.4152,0.00,2.024,0.0,5.5984,0.14150,374432.409,28536.33,4.093,0.4480,4.3,6.9829,1.28,0.74,5.8871,2.7865,18.0,5.3614,0.736,0.04,1.31,6.1690,1.2,8.9,6.6,4.2715,3,8.5268,3.8,4.52,0.0,0.0328,0.8,6.8,13.52,17.90,0.289,5.3864,-9.76,0.0021,0.3,0.901,4.604,0.691,41.8169,0.11,0.42,23.1306,12.03,5.7209,0.112,2.701,5.6352,1.4,0.72,4.1,0.0386,6.64,0.7219,5.37,3.6712,7.2476,17019.543,7.7201,6.910,2.44,0.7362,35310.36,5.333,0.734,0.2,0.54,0.85,3.58,0.643,4.6083,2.41,5.32,30.461,10.2764,3.4271,7.829,4.8,2.26,0.6,9.1441,5.61,0.22,0.73,312767.0346,25.30
298,28.04,0.155,0.1,1.46,12.73,8.374,1.36,0.5343,12.943,7.8871,4.04,4.2,4.92,4.3,25.3,5.231,24.481,5456.22,1.4,2.0596,2.4,5.021,0.0911,5.04,5.87,40.1,0.355,6718.7,5.03,6.9,654.1755,3.37,-1.1298,0.8,8.6861,0.07,1541.3,18.315,0.7,4.375,5.2,0.3437,8.0,0.034,3.07,8.6,0.12,21742.0405,23.058,58.40,0.572,74.4991,1.34,105.2,362.77,0.71,11.2098,0.12,12.05,2.07,28.774,0.037,6.058,-2.604,2.538,14.244,47.61,0.2929,1.5109,0,138.7,0.17,6.3,17.38,8.0,29.5,10.3,3.4382,0.056,0.891,0.192,2.549,6.3151,5.5274,0.48,7.004,0.2,0.82,0.4399,6.148,193.0,4.53,10.9898,5.5645,6.06,1.8636,5.2089,4.071,0.8,5.7433,5.43,44924.31,1.8218,3.2652,396.90,2.25,0.14,25.1878,2.2987,0.15,-7.2161,0.00,2.053,24811145.6,7.5144,0.05780,12.814,0.11,0.035,0.4880,11.1,3.16,1.34,0.57,6.5513,19.2694,14.9,4.3474,0.59,0.016,3.91,6.9800,59.9,2.3,7.9,4.8826,3,10.0314,1.5,7.33,2984165.8,0.5045,0.5,1.5,18.5,17.80,0.171,3.3317,11.3,0.8232,0.1,0.733,1.788,0.596,5266702.4942,0.08,0.13,6.5113,1.35,2.8290,0.014,6.953,7.0811,3.7,0.36,4.5,0.0006,6.51,0.9261,7.23,3.4869,19.3429,24.237,5.067,2.460,8.19,0.8056,236.158,5.552,0.358,0.7,0.64,0.8,4.94,0.327,4.1731,2.88,8.55,26.574,0.1278,4.6552,7.488,9.4,1.82,0.4,-9.2275,7.13,0.52,0.69,2964.974,37.20
299,30.36,0.369,0.4,1.83,-3.21,23.596,14.88,0.4225,14.869,2.7951,3.54,5.2,3.74,4.8,27.4,2.994,1.591,10303283.745,1.2,1.4814,-5.6,4.866,0.0928,7.83,-7.5,46.6,0.082,6827.9,4.6,7.5,14.9253,6.22,7.9275,-4.9,7.7803,0.0872,39088497.4,85899170641.7,0.6,1.657,1.9,2191.074,4.5,0.026,3.21,2.0,0.27,33656.0414,22.136,23.30,0.299,75.2548,1.45,83.3,2.59,0.7115,6.0333,920234.23,4.56,2.6,19.064,0.652,5.751,8.3071,4.17,1.656,63.02,0.9293,-0.93,0,1.4,0.16,4.3,1.87,11.1,6.27,21.1,3.6521,0.382,0.878,0.108,3.255,5.4025,3.7728,0.19,3.36,0.7,2.0,0.3622,4.219,304.0,4.336,-4.1128,5.9824,7.18,1.7016,3.8166,3.762,0.7,5.2385,4.26,357.136,1.8552,3.9976,362.25,5.11,0.47,50.3348,0.9296,0.03,-1.3998,35.00,2.125,16.3,4.8143,0.03466,260867.813,0.03,5.931,0.4379,7564.1,2.1164,1.91,0.47,6.6554,2.6411,13.5,15.1361,0.414,0.05,2.05,6.0310,16.4,6.9,6.4,3.9012,1,10.813,1.2,6.13,9466.1,45649672.554,0.6,1.4,15.87,16.90,0.069,6.8866,14.17,0.944,0.1,0.918,4.691,0.835,67580.3774,0.2,0.99,1.4098,1.0,6.6407,0.073,2.416,4.1262,6.4,0.51,3.6,0.1149,5.81,0.486,5.81,3.2698,11.9471,14.333,4.5782,6.060,3.47,0.5806,1378.308,7.887,0.418,1.1,0.11,0.55,7.07,0.844,5.4789,3.47,3.15,35.591,7.2408,8.057,8.606,14.0,2.34,0.2,0.3159,5.85,0.29,0.57,17312.7088,19.40
300,18.24,0.074,0.2,1.05,10.64,7.891,1.55,0.0123,27.013,1.2938,3.16,6.5,5.32,6.6,56.7,5.9323,1.815,2190079.944,3.1,1.9542,1.7,4.709,0.3966,30.81,3.95,28.3,0.03,7846.3,7.96,8.6,525.3368,14.76,-3.3693,0.0,6.6089,0.0771,20505079.0,2225354.29,0.7,4.166,3.7,0.0323,14.5,0.114,3.0,10.8,0.08,256.9611,27.173,98.10,0.808,106.2588,3.08,50.9,0.31,0.8502,10.3605,160857206.7,5.14,2.41,20.051,0.394,5.305,-4.1377,1.233,4.586,36.23,0.4632,2.3272,0,1.9,0.31,2.9,73.61,10.2,1.75,22.3,2.0807,0.068,0.627,0.278,1.836,8.5761,4.3983,0.74,1.519,0.9,1.31,0.0052,1.55,666.0,3.805,-1.1918,6.5808,5.02,4.4895,4.2294,2.676,0.9,5.1737,-2.06,8.298,2.276,2.6455,396.90,0.81,0.36,78.4888,2.1348,0.08,7.7956,0.00,26.365,1165.6,5.1025,16.81180,46724.317,419416.39,4.787,0.7000,0.0,4.1726,1.61,0.39,13.0912,4.6924,87.1,-2.6843,0.719,0.109,1.17,5.2770,16.2,10.4,7.3,3.5008,24,7.7128,2.5,6.3,14275.8,40721246.2168,0.7,1.3,11.13,20.20,0.318,4.5744,5.3,0.412,0.0,0.883,2.295,0.768,24224970.8322,0.26,0.38,117.6408,34.38,1.4261,0.077,164.141,7.2749,17.0,0.04,5.4,0.0597,5.16,0.4805,7.13,2.5461,4.0669,4787.481,3.4159,18.100,1.29,0.312,1010.483,3.622,0.898,0.5,1.8,0.49,4.25,0.318,4.4131,3.63,5.73,35.273,19.308,7.533,5.176,2.2,2.43,0.4,-15.4644,5.63,0.73,0.26,18.0575,7.20
301,17.21,0.879,0.4,1.9,-1.36,12.742,5.04,0.3881,-2.596,5.7993,6.13,6.5,4.22,6.5,51.0,4.0637,1.194,0.632,1.8,1.5003,-2.2,2.885,0.4652,9.22,-12.98,32.7,0.23,5708.1,4.92,6.9,925.4119,4.25,4.8208,-2.4,7.6665,0.4339,167.8,18620.167,0.1,4.179,84.6,40838.9903,11.5,0.217,2.48,9.9,0.15,1.1926,36.625,47.20,0.264,131.4481,1.2,95.0,3.07,0.2572,8.3331,10691477347.5,32.07,3.01,13.018,0.608,1.562,7.2148,2.271,2.184,35.79,0.7153,5.2119,0,1.3,0.03,5.7,1.17,9.5,4.22,35.1,5.8951,0.258,0.408,0.496,4.096,7.2489,4.5837,0.85,2.068,0.4,1.65,0.2068,0.752,284.0,6.897,13.0856,6.1805,6.58,1.3145,4.221,4.466,0.4,0.5874,0.07,1885.402,1.2848,2.4782,396.90,4.78,0.26,46.7182,1.9683,0.1,0.0808,25.00,46.843,10.2,6.344,0.10328,50738.578,5.84,5.233,0.4530,36.7,2.4189,1.8,0.77,5.4634,9.4097,32.8,9.1676,0.551,0.001,12.64,5.9270,10.5,9.4,8.5,4.0532,8,10.0838,5.0,6.44,1165669.7,553.7988,0.7,1.2,17.38,19.70,0.071,3.1854,1.1,0.3094,0.0,0.776,1.428,0.873,33190.4545,0.26,0.38,5.1078,2.21,6.9320,0.107,62.489,6.8706,1.8,0.16,2.7,0.513,4.7,0.2849,6.4,2.9353,6.7563,6.375,5.7073,5.130,1.4,0.5468,2416.642,5.078,0.648,0.1,1.04,0.38,1.85,0.933,5.6172,3.38,7.52,30.85,2.2915,7.1496,7.889,6.7,2.77,0.3,4.6802,6.63,0.61,0.91,62276.1273,19.60
302,11.9,0.704,0.1,4.18,-6.48,1.281,6.85,0.7417,6.295,2.1532,5.92,5.8,3.68,2.9,28.9,2.8714,1.084,1261633.949,38.4,1.0751,-10.3,4.695,0.2372,14.59,7.44,11.9,0.189,162.6,3.66,5.3,61.4607,9.15,4.5457,-9.0,7.2237,0.0919,9572.1,1499.555,0.4,3.964,2.3,2610.4023,11.9,0.035,3.24,6.6,0.08,7636866.5636,21.355,98.40,0.408,114.4812,1.41,91.8,5.53,0.7909,6.9116,146449.83,5.2,2.71,25.585,0.917,0.183,4.8393,70.576,3.668,69.49,0.455,0.8944,0,4.0,0.11,2.7,11.78,9.3,6.77,9.1,6.6786,0.036,0.618,0.27,1.174,2.8785,4.946,2.68,9.16,0.3,2.11,0.8124,3.718,437.0,6.824,3.16,5.1262,6.52,2.8312,4.1267,1.952,0.6,6.2209,7.09,10703248012.8,6.5798,2.2199,394.08,4.02,0.11,115.0904,2.4056,0.01,-6.4459,0.00,1.552,53.3,7.3515,0.35233,211.573,77.48,0.447,0.6240,8385189.4,-0.5598,1.86,0.59,8.3755,-0.8271,9.2,12.4974,0.407,0.14,1.14,6.4540,2.6,1.8,6.9,3.6456,4,9.1368,2.9,3.9,8569582.5,11.3245,0.2,82.9,21.96,21.20,0.673,3.5379,5.86,0.2158,0.0,0.959,4.464,0.31,384.1904,0.06,0.6,3.4717,3.24,1.8498,0.143,43247.838,7.0912,2.8,0.57,4.5,0.1285,5.47,0.6054,5.86,3.4987,15.4015,924.499,3.8858,21.890,4.48,0.7409,78.225,5.404,0.018,0.3,0.45,0.92,5.72,0.378,4.5724,2.56,8.29,29.981,14.6206,7.0166,8.064,10.3,2.25,0.4,1.3719,4.52,0.43,1.0,1760244.2875,17.10
303,22.72,0.352,0.6,18.96,-6.0,16.416,12.62,0.2756,15.305,0.3678,2.93,6.4,7.7,7.4,37.0,4.8972,7.179,26.697,1.6,1.9698,-6.5,4.79,0.2456,9.38,-5.46,25.2,0.158,1234.3,4.26,8.2,208.4066,-3.16,8.4063,-1.8,9.8478,0.1697,54251.5,1157.666,0.0,3.349,1.3,150.523,13.8,0.124,2.35,8.4,0.26,11.8667,31.04,32.30,0.961,45.4739,11.79,73.2,6.83,0.6683,7.2883,0.0,19.28,2.23,38.712,0.776,5.699,10.0888,1.385,3.989,37.75,0.5369,2.5002,0,1.2,0.02,5.6,10.72,2.3,1.99,18.1,3.6504,0.151,0.703,0.504,1.788,5.2988,2.5806,0.93,4.613,0.2,1.64,0.3054,1.189,277.0,6.409,8.9792,6.1623,6.53,2.7941,5.0152,3.259,0.9,5.3841,5.76,605018415.408,3.5775,1.9444,385.81,1.76,0.04,45.6553,-6.048,0.52,8.4266,0.00,12.518,14356.9,6.3191,0.14052,1.164,19.33,4.99,0.4890,1888.4,-0.1458,1.91,0.57,4.6512,8.8287,29.8,4.1566,0.634,0.276,8.21,6.3750,9.4,5.3,4.4,4.6857,4,9.1859,4.6,7.66,0.3,18.5434,0.3,1.3,8.42,18.60,0.104,4.1701,0.01,0.082,0.2,0.931,5.799,0.982,6537.4356,0.08,0.4,1.665,23.79,3.9454,0.089,0.115,7.8314,2.8,0.3,3.7,0.1095,5.13,0.9066,5.99,3.8128,12.344,2402.832,7.4595,10.590,2.89,0.1796,1453.018,5.421,0.272,0.4,1.06,0.14,3.25,0.501,4.5071,2.92,5.72,41.658,11.0865,4.1754,7.468,8.6,2.57,0.4,4.0584,6.82,0.29,0.17,457.7081,28.10
304,15.81,0.256,0.0,7.32,-8.62,12.904,11.83,0.6983,12.458,2.8822,1.56,5.1,3.96,5.8,43.8,3.0898,1.087,171.918,1.9,1.2562,-5.5,5.943,0.1766,17.73,-2.14,30.6,0.034,1098.1,4.59,7.7,296.4551,2.28,4.0038,13.1,10.2001,0.0012,223.7,7817.532,0.5,3.08,2.7,0.0001,9.3,0.097,2.85,1.7,0.08,0.2327,27.88,98.20,0.071,127.6667,1.12,51.9,19.91,0.7901,8.7003,0.0,18.27,2.52,44.538,0.774,5.382,7.5526,4.432,4.206,42.95,0.5501,3.8114,0,4.6,0.25,4.4,3.49,8.0,3.04,6.5,1.4527,0.099,0.682,0.342,61.293,5.1829,6.1679,0.31,4.957,0.4,2.29,0.3784,2.503,666.0,4.038,2.346,6.5041,5.26,2.0275,3.1662,4.907,0.8,4.3748,6.31,65132245.004,8.9873,3.0596,355.29,3.85,0.21,39.0394,4.2683,0.49,-4.8356,0.00,24.773,2248411.4,5.9959,5.44114,405.361,4932.6,4.846,0.7130,15.9,4.9404,2.08,0.8,6.6178,5.01,32.0,6.3082,0.627,0.008,962.74,6.6550,1.2,1.4,6.4,4.5393,24,7.8591,5.3,3.43,38807408071.6,0.1931,0.8,3.9,9.15,20.20,0.189,6.0947,2.26,0.2812,0.2,0.778,6.55,0.561,256.2766,0.02,0.09,9.7605,1.89,2.3552,0.109,21534.242,6.6834,4.0,0.46,3.3,0.0069,6.52,0.9891,6.5,3.1582,12.0019,13285.588,7.3424,18.100,14.91,0.1051,8603.156,6.511,0.831,0.4,0.91,0.13,2.89,0.232,4.2865,2.58,6.78,30.741,0.7245,6.5253,6.649,14.0,2.57,0.4,15.8547,6.85,0.56,0.06,716043.4204,15.20
305,21.64,0.089,0.2,1.23,8.09,-0.483,5.31,0.0534,8.914,4.6838,3.4,6.4,5.75,7.3,23.4,3.3662,1.018,1026109.859,1.5,2.0935,8.5,3.991,0.3238,29.05,-5.39,16.0,0.146,182.0,4.2,7.2,50.2153,10.58,8.2573,12.1,6.0313,0.0307,13813.4,57118.811,0.5,2.533,2.0,1512390.3995,4.2,0.118,2.8,7.2,0.32,823.2093,19.211,100.00,0.541,83.2273,6.77,59.6,5.55,0.7325,8.2591,0.01,2.97,2.39,30.539,0.905,0.41,15.127,2.206,3.754,30.62,0.8245,5.8423,0,1.4,0.19,4.1,1.94,9.8,1.22,17.5,10.4608,0.267,0.669,0.569,10.55,3.9602,2.6345,1.11,1.238,0.7,1.49,0.5224,1.344,666.0,5.407,4.9111,5.0218,9.27,2.8327,5.8771,5.28,0.8,3.9649,5.5,22488.527,3.2475,2.506,27.25,0.48,0.14,42.9458,3.7344,0.04,-0.5628,0.00,4.164,87093395.9,8.4377,18.08460,29.085,21466.73,0.292,0.6790,1.5,-1.141,2.56,0.46,10.0927,10.2649,33.4,3.2011,0.911,0.016,13.99,6.4340,1.7,4.8,6.4,3.5167,24,9.1891,2.5,7.52,417716.9,2398937.508,0.6,1.4,18.95,20.20,0.524,3.3466,2.67,0.1077,0.1,0.657,3.873,0.1,334520.8107,0.0,0.88,10.9796,3.8,1.8347,0.092,4.345,6.0222,2.3,0.02,3.4,0.0292,5.26,0.068,7.25,2.4165,20.428,2.738,3.9767,18.100,2.02,0.0579,387.043,6.736,0.267,0.2,4.97,0.25,6.45,0.204,4.4484,2.94,2.91,20.338,11.3403,7.3438,5.643,5.3,2.34,0.3,-6.4002,6.3,0.48,0.18,193337.8537,7.20
